0: (0.7503098000000, 1.2688650000000, -1.1236350000000)
25: (0.7036250000000, 1.3681560000000, -1.0337320000000)
50: (0.6828761000000, 1.4379210000000, -0.9495285000000)
75: (0.6840262000000, 1.4844870000000, -0.8740408000000)
100: (0.7027929000000, 1.5128840000000, -0.8079616000000)
125: (0.7353219000000, 1.5267880000000, -0.7508379000000)
150: (0.7783760000000, 1.5287920000000, -0.7017593000000)
175: (0.8293090000000, 1.5207130000000, -0.6597114000000)
